spp_id,genus,sp,subsp,state,federal status,state status,notes/additional state status,source
HYDO,Hypericum,dolabriforme,,Alabama,,Historical possibly extirpated,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HYHA,Hypericum,harperi,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HYLL,Hypericum,lloydii,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HYNI3,Hypericum,nitidum,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HYNU,Hypericum,nudiflorum,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HYRE3,Hypericum,reductum,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
GOLA,Gordonia,lasianthus,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
STMA,Stewartia,malacodendron,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
STOV,Stewartia,ovata,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
CEIG,Celtis,iguanaea,,Alabama,,Historical possibly extirpated,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
HEAR11,Helianthemum,arenicola,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
VICA4,Viola,canadensis,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
VIEG,Viola,egglestonii,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
JUCO6,Juniperus,communis,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
PICL,Pinus,clausa,,Alabama,,Imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
PISE,Pinus,serotina,,Alabama,,Critically imperiled,,http://www.mendeley.com/c/5091667202/g/2058663/alabama-species-status-state-listing/
amebit,Botaurus,lentiginosus,,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
gryhaw1,Buteo,nitidus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ferhaw,Buteo,regalis,,Arizona,,Imperiled,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
comblh1,Buteogallus,anthracinus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
crecar1,Caracara,cheriway,,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
veery,Catharus,fuscescens,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
saggro,Centrocercus,urophasianus,,Arizona,,Presumed extinct,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
kenplo1,Charadrius,alexandrinus,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
mouplo,Charadrius,montanus,,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
yebcuc,Coccyzus,americanus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
olsfly,Contopus,cooperi,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
bbwduc,Dendrocygna,autumnalis,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
fuwduc,Dendrocygna,bicolor,,Arizona,,SAN,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
boboli,Dolichonyx,oryzivorus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
grycat,Dumetella,carolinensis,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
redegr,Egretta,rufescens,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
snoegr,Egretta,thula,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
bubfly,Empidonax,fulvifrons,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
wilfly,Empidonax,traillii,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
earque,Euptilotis,neoxenus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
perfal,Falco,peregrinus,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
fepowl,Glaucidium,brasilianum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
calcon,Gymnogyps,californianus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
baleag,Haliaeetus,leucocephalus,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
baleag,Haliaeetus,leucocephalus,,Arizona,,Apparently Secure,wintering population,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
harduc,Histrionicus,histrionicus,,Arizona,,SAN,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
miskit,Ictinia,mississippiensis,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
leabit,Ixobrychus,exilis,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
logshr,Lanius,ludovicianus,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
blkrai,Laterallus,jamaicensis,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
belkin1,Megaceryle,alcyon,,Arizona,,Imperiled,Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
woosto,Mycteria,americana,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
rotbec,Pachyramphus,aglaiae,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
osprey,Pandion,haliaetus,,Arizona,,Imperiled,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
brnpel,Pelecanus,occidentalis,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
bkbmag1,Pica,hudsonia,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
pingro,Pinicola,enucleator,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
whfibi,Plegadis,chihi,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
bkcgna,Polioptila,nigriceps,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
thbpar,Rhynchopsitta,pachyrhyncha,,Arizona,,Historical possibly extirpated,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
amered,Setophaga,ruticilla,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
leater1,Sternula,antillarum,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
spoowl,Strix,occidentalis,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
eletro,Trogon,elegans,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
thbkin,Tyrannus,crassirostris,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
trokin,Tyrannus,melancholicus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
belvir,Vireo,bellii,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Ambbar,Amblycheila,baroni,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Ambpic,Amblycheila,picolominii,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Ambsch,Amblycheila,schwarzi,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Cichor,Cicindela,hornii,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
bra_ida,Brachylagus,idahoensis,,Arizona,,State protected,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
can_lup,Canis,lupus,,Arizona,,Historical possibly extirpated,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
cho_mex,Choeronycteris,mexicana,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
cor_tow,Corynorhinus,townsendii,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
cyn_lud,Cynomys,ludovicianus,,Arizona,,Presumed extinct,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
eud_mac,Euderma,maculatum,,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
eum_und,Eumops,underwoodi,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
idi_phy,Idionycteris,phyllotis,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
las_blo,Lasiurus,blossevillii,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
lon_can,Lontra,canadensis,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
mac_cal,Macrotus,californicus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
myo_cil,Myotis,ciliolabrum,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
myo_evo,Myotis,evotis,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
myo_thy,Myotis,thysanodes,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
myo_vel,Myotis,velifer,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
myo_vol,Myotis,volans,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
myo_yum,Myotis,yumanensis,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
nyc_fem,Nyctinomops,femorosaccus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
nyc_mac,Nyctinomops,macrotis,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ovi_can,Ovis,canadensis,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
sig_och,Sigmodon,ochrognathus,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
sor_ari,Sorex,arizonae,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
sor_pal,Sorex,palustris,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
spe_tri,Spermophilus,tridecemlineatus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
urs_arc,Ursus,arctos,,Arizona,,Presumed extinct,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
zap_hud,Zapus,hudsonius,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ABPA2,Abutilon,parishii,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ABTH2,Abutilon,thurberi,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ACFA,Acacia,farnesiana,,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ACIN2,Aconitum,infectum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AGAR8,Agave,arizonica,,Arizona,,SHYB,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AGCH2,Agave,chrysantha,,Arizona,,Apparently Secure,Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AGDE10,Agave,delamateri,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AGMU,Agave,murpheyi,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AGPA5,Agave,parviflora,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ALBI,Allium,bigelovii,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ALGL,Allium,glandulosum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ALGO,Allium,gooddingii,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ALPA2,Allium,parishii,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ALPL4,Allium,plummerae,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AMGO,Amoreuxia,gonzalezii,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AMGR4,Amsonia,grandiflora,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AMKE,Amsonia,kearneyana,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
APCH,Apacheria,chiricahuensis,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AQCH,Aquilegia,chrysantha,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
AQDE,Aquilegia,desertorum,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ARCA4,Arctomecon,californica,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ARAB,Arenaria,aberrans,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ARAR4,Argemone,arizonica,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASLE13,Asclepias,lemmonii,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASWE3,Asclepias,welshii,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASDA,Asplenium,dalhousiae,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASAM6,Astragalus,ampullarius,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASBE2,Astragalus,beathii,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASHO5,Astragalus,holmgreniorum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASHY3,Astragalus,hypoxylus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASLE8,Astragalus,lentiginosus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASRU4,Astragalus,rusbyi,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ASXI,Astragalus,xiphoides,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
BEHA2,Berberis,harrisoniana,,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
BOME,Boerhavia,megaptera,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
BOCR,Botrychium,crenulatum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
BREL5,Browallia,eludens,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
BUFA,Bursera,fagaroides,,Arizona,,Historical possibly extirpated,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CABU,Calypso,bulbosa,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CABR23,Camissonia,brevipes,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CAEX10,Camissonia,exilis,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CAAN4,Capsicum,annuum,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CACH4,Carex,chihuahuensis,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CAUL,Carex,ultra,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CAEM4,Castela,emoryi,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CAKA6,Castilleja,kaibabensis,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CANE18,Castilleja,nervata,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CIVI6,Cirsium,virginense,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CLMU,Cleome,multicaulis,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
COME2,Conioselinum,mexicanum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CORE3,Coryphantha,recurvata,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
COGL7,Coursetia,glabella,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CRGA2,Cryptantha,ganderi,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CRIN15,Cryptantha,insolita,,Arizona,,State protected,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CUWA2,Cuscuta,warneri,,Arizona,,Historical possibly extirpated,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
CYME,Cymopterus,megacephalus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
DATE4,Dalea,tentaculoides,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
DECO4,Desmanthus,covillei,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
DRST,Draba,standleyi,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
DUCO,Dudleya,collomiae,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ECPO2,Echinocactus,polycephalus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ECCO5,Echinocereus,coccineus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ECFE,Echinocereus,fendleri,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ECLE2,Echinocereus,ledingii,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ECPE,Echinocereus,pectinatus,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ECTR,Echinocereus,triglochidiatus,,Arizona,,Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ENAR,Enceliopsis,argophylla,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
EPMI2,Epithelantha,micromeris,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERAL,Eremocrinum,albomarginatum,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERAN17,Erigeron,anchana,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERAR22,Erigeron,arisolius,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERHE5,Erigeron,heliographis,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERKU,Erigeron,kuschei,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERLE14,Erigeron,lemmonii,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERPI9,Erigeron,piscaticus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERRH2,Erigeron,rhizomatus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERSA18,Erigeron,saxatilis,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERCA11,Eriogonum,capillare,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERMO9,Eriogonum,mortonianum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERRI,Eriogonum,ripleyi,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERVI7,Eriogonum,viscidulum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERRO7,Errazurizia,rotundata,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ERPH3,Eryngium,phyteumae,,Arizona,,SR,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ESAL2,Escobaria,alversonii,,Arizona,,State protected,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
ESTU,Escobaria,tuberculosa,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
EUMA10,Euphorbia,macropus,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
FECY,Ferocactus,cylindraceus,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
FECY,Ferocactus,cylindraceus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
FEEM,Ferocactus,emoryi,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
FRCA6,Fremontodendron,californicum,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
GEWI2,Gentianella,wislizeni,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
GEBA2,Gentianopsis,barbellata,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
GORE2,Goodyera,repens,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
GRBA3,Graptopetalum,bartramii,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
GRRU,Graptopetalum,rusbyi,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
HAUR,Hackelia,ursina,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
HEAR2,Helenium,arizonicum,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
HEPA13,Hermannia,pauciflora,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
HERU3,Heterotheca,rutteri,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
HEEA,Heuchera,eastwoodiae,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
