Domain_Presence,sp_id,NEON_Species,Source_Species,Range_Source,Very_Limited_Range
D14,bemnev,Bembidion nevadense,,Bousquet 2012,
D14,bemnig2,Bembidion nigripes,,Bousquet 2012,
D14,bemnog,Bembidion nogalesium,,Bousquet 2012,
D14,bemnub,Bembidion nubiculosum,,Bousquet 2012,
D14,bemobs1,Bembidion obscurellum obscurellum,,Bousquet 2012,
D14,bemobt1,Bembidion obtusangulum,,Bousquet 2012,
D14,bempat,Bembidion patruele,,Bousquet 2012,
D14,bemped,Bembidion pedicellatum,,Bousquet 2012,
D14,bemper,Bembidion perspicuum,,Bousquet 2012,
D14,bempet2,Bembidion petrosum petrosum,,Bousquet 2012,
D14,bempim,Bembidion pimanum,,Bousquet 2012,TRUE
D14,bempla3,Bembidion planatum,,Bousquet 2012,
D14,bempla6,Bembidion platynoides,,Bousquet 2012,
D14,bempoc,Bembidion poculare,,Bousquet 2012,
D14,bempra1,Bembidion praecinctum,,Bousquet 2012,
D14,bemqua3,Bembidion quadrimaculatum dubitans,,Bousquet 2012,
D14,bemqua4,Bembidion quadrimaculatum oppositum,,Bousquet 2012,
D14,bemqua5,Bembidion quadrulum,,Bousquet 2012,
D14,bemrap,Bembidion rapidum,,Bousquet 2012,
D14,bemrec,Bembidion recticolle,,Bousquet 2012,
D14,bemroo,Bembidion roosevelti,,Bousquet 2012,
D14,bemrup,Bembidion rupicola,,Bousquet 2012,
D14,bemsal2,Bembidion salinarium,,Bousquet 2012,
D14,bemsci,Bembidion scintillans,,Bousquet 2012,
D14,bemsco,Bembidion scopulinum,,Bousquet 2012,
D14,bemscu1,Bembidion scudderi,,Bousquet 2012,
D14,bemsem3,Bembidion semipunctatum,,Bousquet 2012,
D14,bemsph,Bembidion sphaeroderum,,Bousquet 2012,
D14,bemstr,Bembidion striola,,Bousquet 2012,
D14,bemsub2,Bembidion subangustatum,,Bousquet 2012,
D14,bemtet,Bembidion tetracolum tetracolum,,Bousquet 2012,
D14,bemtex,Bembidion texanum,,Bousquet 2012,
D14,bemtim,Bembidion timidum,,Bousquet 2012,
D14,bemtra2,Bembidion transversale,,Bousquet 2012,
D14,bemtre,Bembidion trechiforme,,Bousquet 2012,
D14,bemumb,Bembidion umbratum,,Bousquet 2012,
D14,bemvar,Bembidion variegatum,,Bousquet 2012,
D14,bemvir,Bembidion viridicolle,,Bousquet 2012,
D14,braaab,Brachinus aabaaba,,Bousquet 2012,
D14,braadu,Brachinus adustipennis,,Bousquet 2012,
D14,braaeg,Brachinus aeger,,Bousquet 2012,
D14,braalt,Brachinus alternans,,Bousquet 2012,
D14,braame,Brachinus americanus,,Bousquet 2012,
D14,braatr,Bradycellus atrimedeus,,Bousquet 2012,
D14,braazu,Brachinus azureipennis,,Bousquet 2012,
D14,bracib,Brachinus cibolensis,,Bousquet 2012,
D14,bracon3,Bradycellus congener,,Bousquet 2012,
D14,bracor,Brachinus cordicollis,,Bousquet 2012,
D14,bracos,Brachinus costipennis,,Bousquet 2012,
D14,bracya1,Brachinus cyanipennis,,Bousquet 2012,
D14,bradec,Bradycellus decorus,,Bousquet 2012,TRUE
D14,braelo,Brachinus elongatulus,,Bousquet 2012,
D14,braexp,Brachinus explosus,,Bousquet 2012,
D14,brafav,Brachinus favicollis,,Bousquet 2012,
D14,brafes,Bradycellus festinans,,Bousquet 2012,
D14,brafum,Brachinus fumans,,Bousquet 2012,
D14,brageb,Brachinus gebhardis,,Bousquet 2012,
D14,brahir,Brachinus hirsutus,,Bousquet 2012,
D14,braimp1,Brachinus imperialensis,,Bousquet 2012,
D14,braimp2,Brachinus imporcitis,,Bousquet 2012,
D14,braint,Bradycellus intermedius,,Bousquet 2012,
D14,brajan,Brachinus janthinipennis,,Bousquet 2012,
D14,brajav,Brachinus javalinopsis,,Bousquet 2012,
D14,brakav,Brachinus kavanaughi,,Bousquet 2012,
D14,bralar,Bradycellus larvatus,,Bousquet 2012,TRUE
D14,bralat1,Brachinus lateralis,,Bousquet 2012,
D14,bramed,Brachinus medius,,Bousquet 2012,
D14,bramex,Brachinus mexicanus,,Bousquet 2012,
D14,branig3,Bradycellus nigrinus,,Bousquet 2012,
D14,branit,Bradycellus nitidus,,Bousquet 2012,
D14,branub,Bradycellus nubifer,,Bousquet 2012,
D14,braovi,Brachinus ovipennis,,Bousquet 2012,
D14,brapal,Brachinus pallidus,,Bousquet 2012,
D14,braper,Brachinus perplexus,,Bousquet 2012,
D14,brapha,Brachinus phaeocerus,,Bousquet 2012,
D14,brapol,Bradycellus politus,,Bousquet 2012,
D14,brapun,Bradycellus puncticollis,,Bousquet 2012,
D14,braqua,Brachinus quadripennis,,Bousquet 2012,
D14,brariv,Bradycellus rivalis,,Bousquet 2012,
D14,brarug,Brachinus rugipennis,,Bousquet 2012,
D14,brarup,Bradycellus rupestris,,Bousquet 2012,
D14,brasub1,Brachinus sublaevis,,Bousquet 2012,
D14,bratan,Bradycellus tantillus,,Bousquet 2012,
D14,braten,Brachinus tenuicollis,,Bousquet 2012,
D14,bratex,Brachinus texanus,,Bousquet 2012,
D14,brawic,Brasiella wickhami,,Bousquet 2012,
D14,caladv,Calathus advena,,Bousquet 2012,
D14,calaff,Callisthenes affinis,Calosoma affine,Bousquet 2012,
D14,calang,Calosoma angulatum,,Bousquet 2012,
D14,calcal1,Calathus calceus,,Bousquet 2012,
D14,calcan,Callisthenes cancellatus,Calosoma cancellatum,Bousquet 2012,
D14,caldec,Calleida decora,,Bousquet 2012,
D14,calere,Calosoma eremicola,,Bousquet 2012,
D14,calful,Calleida fulgida,,Bousquet 2012,
D14,calhay1,Calosoma haydeni haydeni,,Bousquet 2012,
D14,calhay2,Calosoma haydeni punctulicolle,,Bousquet 2012,
D14,caling,Calathus ingratus,,Bousquet 2012,
D14,callae,Calybe laetula,,Bousquet 2012,
D14,callat,Callisthenes latipennis,Calosoma latipenne,Bousquet 2012,
D14,callux,Callisthenes luxatus,Calosoma luxatum,Bousquet 2012,
D14,calmac,Calosoma macrum,,Bousquet 2012,
D14,calmon1,Callisthenes moniliatus,Calosoma moniliatum,Bousquet 2012,
D14,calmor,Callisthenes morrisonii,Calosoma morrisionii,Bousquet 2012,
D14,calopa,Calathus opaculus,,Bousquet 2012,
D14,calpar,Calosoma parvicolle,,Bousquet 2012,
D14,calper1,Calathus peropacus,,Bousquet 2012,TRUE
D14,calper2,Calosoma peregrinator,,Bousquet 2012,
D14,calpla2,Calleida platynoides,,Bousquet 2012,
D14,calpla3,Callisthenes placerus,Calosoma placerum,Bousquet 2012,
D14,calpro1,Calosoma prominens,,Bousquet 2012,
D14,calpro2,Calosoma protractum,,Bousquet 2012,
D14,calruf3,Calathus ruficollis ruficollis,,Bousquet 2012,
D14,calsal,Calybe sallei,,Bousquet 2012,
D14,calsay,Calosoma sayi,,Bousquet 2012,
D14,calscr,Calosoma scrutator,,Bousquet 2012,
D14,calsem,Calosoma semilaeve,,Bousquet 2012,
D14,calspo,Calosoma sponsa,,Bousquet 2012,
D14,calsub1,Callisthenes subaeneus,Calosoma subaeneum,Bousquet 2012,
D14,caltep,Callisthenes tepidus,Calosoma tepidum,Bousquet 2012,
D14,calvir,Calleida viridipennis,,Bousquet 2012,
D14,calwil1,Callisthenes wilkesii,Calosoma wilkesii,Bousquet 2012,
D14,carfor,Carabus forreri forreri,,Bousquet 2012,
D14,cartae1,Carabus taedatus agassii,,Bousquet 2012,
D14,chlamo,Chlaenius amoenus,,Bousquet 2012,
D14,chlbre,Chlaenius brevilabris,,Bousquet 2012,
D14,chlcae,Chlaenius caeruleicollis,,Bousquet 2012,TRUE
D14,chlcir,Chlaenius circumcinctus,,Bousquet 2012,
D14,chlcum,Chlaenius cumatilis,,Bousquet 2012,
D14,chlery,Chlaenius erythropus,,Bousquet 2012,
D14,chlfus,Chlaenius fuscicornis,,Bousquet 2012,
D14,chlgla,Chlaenius glaucus,,Bousquet 2012,
D14,chlhar,Chlaenius harpalinus,,Bousquet 2012,
D14,chlimp,Chlaenius impunctifrons,,Bousquet 2012,
D14,chllat,Chlaenius laticollis,,Bousquet 2012,
D14,chlleu1,Chlaenius leucoscelis monachus,,Bousquet 2012,
D14,chlleu2,Chlaenius leucoscelis sanantonialis,,Bousquet 2012,
D14,chllit,Chlaenius lithophilus,,Bousquet 2012,
D14,chlneb,Chlaenius nebraskensis,,Bousquet 2012,
D14,chlnem,Chlaenius nemoralis,,Bousquet 2012,
D14,chlnig,Chlaenius niger,,Bousquet 2012,
D14,chlobs,Chlaenius obsoletus,,Bousquet 2012,
D14,chlorb,Chlaenius orbus,,Bousquet 2012,
D14,chloxy,Chlaenius oxygonus,,Bousquet 2012,
D14,chlpen1,Chlaenius pennsylvanicus blanditus,,Bousquet 2012,
D14,chlpim,Chlaenius pimalicus,,Bousquet 2012,
D14,chlpla,Chlaenius platyderus,,Bousquet 2012,
D14,chlpra,Chlaenius prasinus,,Bousquet 2012,
D14,chlpur1,Chlaenius purpureus,,Bousquet 2012,
D14,chlpur2,Chlaenius purpuricollis,,Bousquet 2012,
D14,chlpus,Chlaenius pusillus,,Bousquet 2012,
D14,chlruf,Chlaenius ruficauda,,Bousquet 2012,
D14,chlser,Chlaenius sericeus,,Bousquet 2012,
D14,chlsol,Chlaenius solitarius,,Bousquet 2012,
D14,chlspa,Chlaenius sparsus,,Bousquet 2012,
D14,chltom,Chlaenius tomentosus,,Bousquet 2012,
D14,chltri1,Chlaenius tricolor tricolor,,Bousquet 2012,
D14,chltri2,Chlaenius tricolor vigilans,,Bousquet 2012,
D14,chlvaf,Chlaenius vafer,,Bousquet 2012,
D14,chlvar,Chlaenius variabilipes,,Bousquet 2012,
D14,cicama1,Cicindela amargosae amargosae,,Bousquet 2012,TRUE
D14,cicama2,Cicindela amargosae nyensis,,Bousquet 2012,
D14,cicari,Cicindela arida,,Bousquet 2012,
D14,cicduo,Cicindela duodecimguttata,,Bousquet 2012,
D14,cicfor1,Cicindela formosa formosa,,Bousquet 2012,
D14,cicfor5,Cicindela formosa rutilovirescens,,Bousquet 2012,
D14,cichem1,Cicindela hemorrhagica arizonae,,Bousquet 2012,
D14,cichem2,Cicindela hemorrhagica hemorrhagica,,Bousquet 2012,
D14,cichir3,Cicindela hirticollis corpuscula,,Bousquet 2012,
D14,cichir5,Cicindela hirticollis gravida,,Bousquet 2012,
D14,cichir6,Cicindela hirticollis hirticollis,,Bousquet 2012,
D14,cichir8,Cicindela hirticollis shelfordi,,Bousquet 2012,
D14,cichor,Cicindela hornii hornii,,Bousquet 2012,
D14,ciclat,Cicindela latesignata latesignata,,Bousquet 2012,
D14,ciclon1,Cicindela longilabris laurentii,,Bousquet 2012,
D14,cicnig3,Cicindela nigrocoerulea nigrocoerulea,,Bousquet 2012,
D14,cicobs2,Cicindela obsoleta obsoleta,,Bousquet 2012,
D14,cicobs3,Cicindela obsoleta santaclarae,,Bousquet 2012,
D14,cicoce1,Cicindela ocellata ocellata,,Bousquet 2012,
D14,cicore2,Cicindela oregona maricopa,,Bousquet 2012,
D14,cicore4,Cicindela oregona oregona,,Bousquet 2012,
D14,cicpim,Cicindela pimeriana,,Bousquet 2012,
D14,cicpol1,Cicindela politula barbaraannae,,Bousquet 2012,TRUE
D14,cicpol2,Cicindela politula petrophila,,Bousquet 2012,
D14,cicpol4,Cicindela politula viridimonticola,,Bousquet 2012,TRUE
D14,cicpul1,Cicindela pulchra dorothea,,Bousquet 2012,
D14,cicpul2,Cicindela pulchra pulchra,,Bousquet 2012,
D14,cicpun1,Cicindela punctulata punctulata,,Bousquet 2012,
D14,cicpun2,Cicindela punctulata chihuahuae,,Bousquet 2012,
D14,cicpur1,Cicindela purpurea audubonii,,Bousquet 2012,
D14,cicpur2,Cicindela purpurea cimarrona,,Bousquet 2012,
D14,cicrep1,Cicindela repanda repanda,,Bousquet 2012,
D14,cicsed,Cicindela sedecimpunctata sedecimpunctata,,Bousquet 2012,
D14,cicsen,Cicindela senilis,,Bousquet 2012,TRUE
D14,cicsex,Cicindela sexguttata,,Bousquet 2012,
D14,cicten2,Cicindela tenuisignata,,Bousquet 2012,
D14,cictra2,Cicindela tranquebarica diffracta,,Bousquet 2012,
D14,cictra8,Cicindela tranquebarica viridissima,,Bousquet 2012,
D14,cictri3,Cicindela trifasciata sigmoidea,,Bousquet 2012,
D14,cicwil5,Cicindela willistoni praedicta,,Bousquet 2012,
D14,cicwil7,Cicindela willistoni sulfontis,,Bousquet 2012,TRUE
D14,cliacu,Clivina acuducta,,Bousquet 2012,
D14,cliame,Clivina americana,,Bousquet 2012,
D14,cliden,Clivina dentipes,,Bousquet 2012,
D14,cliimp,Clivina impressefrons,,Bousquet 2012,
D14,clipal,Clivina pallida,,Bousquet 2012,
D14,clipla,Clivina planicollis,,Bousquet 2012,
D14,clipun1,Clivina punctigera,,Bousquet 2012,
D14,collen,Colliuris lengi,,Bousquet 2012,
D14,collio,Colliuris lioptera,,Bousquet 2012,
D14,colpen,Colliuris pensylvanica,,Bousquet 2012,
D14,colpil,Colliuris pilatei,,Bousquet 2012,
D14,copaer,Coptodera aerata,,Bousquet 2012,
D14,copbru,Coptodera brunnea,,Bousquet 2012,
D14,copnit,Coptodera nitidula,,Bousquet 2012,
D14,cradub,Cratacanthus dubius,,Bousquet 2012,
D14,cyccon1,Cyclotrachelus constrictus,,Bousquet 2012,
D14,cycdec,Cyclotrachelus deceptus,,Bousquet 2012,
D14,cycgra2,Cyclotrachelus gravidus,,Bousquet 2012,
D14,cycsex,Cyclotrachelus seximpressus,,Bousquet 2012,
D14,cycsub,Cyclotrachelus substriatus,,Bousquet 2012,
D14,cyctor,Cyclotrachelus torvus,,Bousquet 2012,
D14,cylter4,Cylindera terricola cinctipennis,,Bousquet 2012,
D14,cyldeb,Cylindera debilis,,Bousquet 2012,
D14,cyllem1,Cylindera lemniscata lemniscata,,Bousquet 2012,
D14,cyllem2,Cylindera lemniscata rebaptisata,,Bousquet 2012,
D14,cylter3,Cylindera terricola susanagreae,,Bousquet 2012,
D14,cylvir,Cylindera viridisticta arizonensis,,Bousquet 2012,
D14,cymame,Cymindis americana,,Bousquet 2012,
D14,cymari,Cymindis arizonensis,,Bousquet 2012,
D14,cymbla,Cymindis blanda,,Bousquet 2012,TRUE
D14,cymbor,Cymindis borealis,,Bousquet 2012,
D14,cymcri,Cymindis cribricollis,,Bousquet 2012,
D14,cymeva,Cymindis evanescens,,Bousquet 2012,
D14,cymint,Cymindis interior,,Bousquet 2012,
D14,cymlat,Cymindis laticollis,,Bousquet 2012,
D14,cymlim,Cymindis limbata,,Bousquet 2012,
D14,cympil,Cymindis pilosa,,Bousquet 2012,
D14,cympla1,Cymindis planipennis,,Bousquet 2012,
D14,cympla2,Cymindis platicollis,,Bousquet 2012,
D14,cympun1,Cymindis punctifera,,Bousquet 2012,
D14,cympun2,Cymindis punctigera,,Bousquet 2012,
D14,cymsub,Cymindis subcarinata,,Bousquet 2012,TRUE
D14,cymuni1,Cymindis unicolor,,Bousquet 2012,
D14,cymuni2,Cymindis uniseriata,,Bousquet 2012,
D14,derimp,Dercylinus impressus,,Bousquet 2012,
D14,dicamb,Dicaelus ambiguus,,Bousquet 2012,
D14,dicche,Dicaelus chermocki,,Bousquet 2012,
D14,diccog,Dicheirotrichus cognatus,,Bousquet 2012,
D14,diccre,Dicaelus crenatus,,Bousquet 2012,
D14,dicdil1,Dicaelus dilatatus dilatatus,,Bousquet 2012,
D14,dicdil3,Dicheirus dilatatus angulatus,,Bousquet 2012,
D14,dicelo,Dicaelus elongatus,,Bousquet 2012,
D14,dicfur1,Dicaelus furvus carinatus,,Bousquet 2012,
D14,diclae,Dicaelus laevipennis laevipennis,,Bousquet 2012,
D14,dicpic,Dicheirus piceus,,Bousquet 2012,
D14,dicpur1,Dicaelus purpuratus purpuratus,,Bousquet 2012,
D14,dicpur2,Dicaelus purpuratus splendidus,,Bousquet 2012,
D14,dicscu3,Dicaelus sculptilis upioides,,Bousquet 2012,
D14,dicsuf,Dicaelus suffusus,,Bousquet 2012,TRUE
D14,dipema,Diplochaetus emaciatus,,Bousquet 2012,TRUE
D14,dipimp,Diplocheila impressicollis,,Bousquet 2012,
D14,dipobt,Diplocheila obtusa,,Bousquet 2012,
D14,dipore,Diplocheila oregona,,Bousquet 2012,
D14,dippla,Diplochaetus planatus,,Bousquet 2012,
D14,diprut,Diplochaetus rutilus,,Bousquet 2012,
D14,dipstr,Diplocheila striatopunctata,,Bousquet 2012,
D14,disaeq,Discoderus aequalis,,Bousquet 2012,
D14,disamo,Discoderus amoenus,,Bousquet 2012,
D14,discon,Discoderus congruens,,Bousquet 2012,
D14,discor,Discoderus cordicollis,,Bousquet 2012,
D14,discra,Discoderus crassicollis,,Bousquet 2012,TRUE
D14,discrob,Discoderus robustus piceus,,Bousquet 2012,
D14,disimp,Discoderus impotens,,Bousquet 2012,
D14,disobs,Discoderus obsidianus,,Bousquet 2012,
D14,dispap,Discoderus papagonis,,Bousquet 2012,
D14,dispar1,Discoderus parallelus,,Bousquet 2012,
D14,dispar2,Discoderus parilis,,Bousquet 2012,TRUE
D14,disper,Discoderus peregrinus,,Bousquet 2012,TRUE
D14,dispin,Discoderus pinguis,,Bousquet 2012,
D14,disrob,Discoderus robustus robustus,,Bousquet 2012,
D14,dissub,Discoderus subviolaceus,,Bousquet 2012,
D14,dissym,Discoderus symbolicus,,Bousquet 2012,TRUE
D14,dropic,Dromius piceus,,Bousquet 2012,
D14,dropru,Dromochorus pruininus,,Bousquet 2012,
D14,dysaff,Dyschirius affinis,,Bousquet 2012,
D14,dysana,Dyschirius analis,,Bousquet 2012,
D14,dysara,Dyschirius aratus,,Bousquet 2012,
D14,dyscam,Dyschirius campicola,,Bousquet 2012,
D14,dyschi,Dyschirius chiricahuae,,Bousquet 2012,TRUE
D14,dyscon,Dyschirius consobrinus,,Bousquet 2012,
D14,dyscri,Dyschirius criddlei,,Bousquet 2012,
D14,dysdej,Dyschirius dejeanii,,Bousquet 2012,
D14,dysgib,Dyschirius gibbipennis,,Bousquet 2012,
D14,dysglo,Dyschirius globulosus,,Bousquet 2012,
D14,dyshae,Dyschirius haemorrhoidalis,,Bousquet 2012,
D14,dysint,Dyschirius interior,,Bousquet 2012,
D14,dysmon,Dyschirius montanus,,Bousquet 2012,
D14,dyspal,Dyschirius pallipennis,,Bousquet 2012,
D14,dyspil,Dyschirius pilosus,,Bousquet 2012,
D14,dyspol,Dyschirius politus politus,,Bousquet 2012,
D14,dyssel,Dyschirius sellatus,,Bousquet 2012,
D14,dyssod,Dyschirius soda,,Bousquet 2012,TRUE
D14,dyssph,Dyschirius sphaericollis,,Bousquet 2012,
D14,dyssub2,Dyschirius sublaevis,,Bousquet 2012,
D14,dyster,Dyschirius terminatus,,Bousquet 2012,
D14,dystri,Dyschirius tridentatus,,Bousquet 2012,
D14,dystru,Dyschirius truncatus,,Bousquet 2012,
D14,dysuni,Dyschirius unipunctatus,,Bousquet 2012,
D14,dysvar,Dyschirius varidens,,Bousquet 2012,
D14,elaanc,Elaphropus anceps,,Bousquet 2012,
D14,elacal,Elaphrus californicus,,Bousquet 2012,
D14,elacla,Elaphrus clairvillei,,Bousquet 2012,
D14,elacoc,Elaphropus cockerelli,,Bousquet 2012,
D14,elacon2,Elaphropus conjugens,,Bousquet 2012,
D14,eladol,Elaphropus dolosus,,Bousquet 2012,
D14,elafer,Elaphropus ferrugineus,,Bousquet 2012,
D14,elafin,Elaphrus finitimus,,Bousquet 2012,
D14,elainc,Elaphropus incurvus,,Bousquet 2012,
D14,elalec,Elaphrus lecontei,,Bousquet 2012,
D14,elalie,Elaphropus liebecki,,Bousquet 2012,TRUE
D14,elaneb,Elaphropus nebulosus,,Bousquet 2012,
D14,elaobe,Elaphropus obesulus,,Bousquet 2012,
D14,elarap,Elaphropus rapax,,Bousquet 2012,
D14,elarus,Elaphrus ruscarius,,Bousquet 2012,
D14,elasec,Elaphropus sectator,,Bousquet 2012,
D14,elatri,Elaphropus tripunctatus,,Bousquet 2012,
D14,elaviv,Elaphropus vivax,,Bousquet 2012,
D14,elaxan,Elaphropus xanthopus,,Bousquet 2012,
D14,ellacu,Elliptoleus acutesculptus,,Bousquet 2012,TRUE
D14,elllep,Ellipsoptera lepida,,Bousquet 2012,
D14,ellnev1,Ellipsoptera nevadica citata,,Bousquet 2012,
D14,ellnev5,Ellipsoptera nevadica nevadica,,Bousquet 2012,
D14,ellnev6,Ellipsoptera nevadica olmosa,,Bousquet 2012,
D14,ellnev7,Ellipsoptera nevadica tubensis,,Bousquet 2012,
D14,ellrub,Ellipsoptera rubicunda,,Bousquet 2012,
D14,ellspe2,Ellipsoptera sperata sperata,,Bousquet 2012,
D14,eucvar,Eucaerus varicornis,,Bousquet 2012,
D14,euntog1,Eunota togata fascinans,,Bousquet 2012,
D14,eupabj,Euproctinus abjectus,,Bousquet 2012,
D14,eupbal,Euproctinus balli,,Bousquet 2012,
D14,euppub,Euphorticus pubescens,,Bousquet 2012,
D14,eurgro,Euryderus grossus,,Bousquet 2012,
D14,galatr,Galerita atripes,,Bousquet 2012,
D14,galbic,Galerita bicolor,,Bousquet 2012,
D14,galfor,Galerita forreri,,Bousquet 2012,
D14,galjan,Galerita janus,,Bousquet 2012,
D14,gallec,Galerita lecontei lecontei,,Bousquet 2012,
D14,galmex,Galerita mexicana,,Bousquet 2012,
D14,geoinc,Geopinus incrassatus,,Bousquet 2012,
D14,gonkun,Goniotropis kuntzeni kuntzeni,,Bousquet 2012,
D14,gonpar,Goniotropis parca,,Bousquet 2012,
D14,habcal1,Habroscelimorpha californica mojavi,,Bousquet 2012,
D14,habcir2,Habroscelimorpha circumpicta johnsonii,,Bousquet 2012,
D14,habful2,Habroscelimorpha fulgoris erronea,,Bousquet 2012,
D14,habful3,Habroscelimorpha fulgoris fulgoris,,Bousquet 2012,
D14,habgab,Habroscelimorpha gabbii,,Bousquet 2012,TRUE
D14,habpra2,Habroscelimorpha praetextata praetextata,,Bousquet 2012,
D14,haract,Harpalus actiosus,,Bousquet 2012,
D14,haraff,Harpalus affinis,,Bousquet 2012,
D14,haramp,Harpalus amputatus amputatus,,Bousquet 2012,
D14,haramp,Harpalus amputatus amputatus,,Bousquet 2012,
D14,harani,Harpalus animosus,,Bousquet 2012,
D14,harcal,Harpalus caliginosus,,Bousquet 2012,
D14,harcoh,Harpalus cohni,,Bousquet 2012,
D14,harcom,Harpalus compar,,Bousquet 2012,
D14,hardes,Harpalus desertus,,Bousquet 2012,
D14,harell,Harpalus ellipsis,,Bousquet 2012,
D14,harerr,Harpalus erraticus,,Bousquet 2012,
D14,harfau,Harpalus faunus,,Bousquet 2012,
D14,harfra,Harpalus fraternus,,Bousquet 2012,
D14,harful,Harpalus fulvilabris,,Bousquet 2012,
D14,harfus,Harpalus fuscipalpis,,Bousquet 2012,
D14,hargra,Harpalus gravis,,Bousquet 2012,
D14,harher,Harpalus herbivagus,,Bousquet 2012,
D14,harhua,Harpalus huachuca,,Bousquet 2012,TRUE
D14,harinn,Harpalus innocuus,,Bousquet 2012,
D14,harkat,Harpalus katiae,,Bousquet 2012,
D14,harlae,Harpalus laevipes,,Bousquet 2012,
D14,harlat,Harpalus laticeps,,Bousquet 2012,
D14,harlio,Harpalus liobasis,,Bousquet 2012,
D14,harmar,Harpalus martini,,Bousquet 2012,TRUE
D14,harnig,Harpalus nigritarsis,,Bousquet 2012,
D14,harobl,Harpalus obliquus,,Bousquet 2012,
D14,harobn,Harpalus obnixus,,Bousquet 2012,
D14,haropa,Harpalus opacipennis,,Bousquet 2012,
D14,harpar,Harpalus paratus,,Bousquet 2012,
D14,harpen,Harpalus pensylvanicus,,Bousquet 2012,
D14,harple,Harpalus plenalis,,Bousquet 2012,
D14,harpun,Harpalus puncticeps,,Bousquet 2012,
D14,harret,Harpalus retractus,,Bousquet 2012,
D14,harrev,Harpalus reversus,,Bousquet 2012,
D14,harsom,Harpalus somnulentus,,Bousquet 2012,
D14,harste,Harpalus stephani,,Bousquet 2012,
D14,harven,Harpalus ventralis,,Bousquet 2012,
D14,helfer,Helluomorphoides ferrugineus,,Bousquet 2012,
D14,hellat,Helluomorphoides latitarsis,,Bousquet 2012,
D14,helnig,Helluomorphoides nigripennis,,Bousquet 2012,
D14,helpap,Helluomorphoides papago,,Bousquet 2012,
D14,heltex,Helluomorphoides texanus,,Bousquet 2012,
D14,hybflo,Hybothecus flohri,,Bousquet 2012,
D14,infcas,Infernophilus castaneus,,Bousquet 2012,
D14,lacele,Lachnophorus elegantulus,,Bousquet 2012,
D14,lebabd1,Lebia abdita,,Bousquet 2012,
D14,lebabd2,Lebia abdominalis,,Bousquet 2012,
D14,lebana,Lebia analis,,Bousquet 2012,
D14,lebari,Lebia arizonica,,Bousquet 2012,
D14,lebatr1,Lebia atriceps,,Bousquet 2012,
D14,lebatr2,Lebia atriventris,,Bousquet 2012,
D14,lebbil,Lebia bilineata,,Bousquet 2012,
D14,lebbiv,Lebia bivittata,,Bousquet 2012,
D14,lebcol,Lebia collaris,,Bousquet 2012,
D14,lebcya,Lebia cyanipennis,,Bousquet 2012,
D14,lebdec,Lebia deceptrix,,Bousquet 2012,
D14,lebfus,Lebia fuscata,,Bousquet 2012,
D14,lebgra,Lebia grandis,,Bousquet 2012,
D14,lebgut,Lebia guttula,,Bousquet 2012,
D14,lebhis,Lebia histrionica,,Bousquet 2012,
D14,leblec1,Lebia lecontei,,Bousquet 2012,
D14,leblob,Lebia lobulata,,Bousquet 2012,
D14,lebmar,Lebia marginicollis,,Bousquet 2012,
D14,lebmir,Lebia miranda,,Bousquet 2012,
D14,lebnig,Lebia nigricapitata,,Bousquet 2012,
D14,leborn,Lebia ornata,,Bousquet 2012,
D14,lebpec,Lebia pectita,,Bousquet 2012,
D14,lebper2,Lebia perpallida,,Bousquet 2012,TRUE
D14,lebpim,Lebia pimalis,,Bousquet 2012,
D14,lebpul,Lebia pulchella,,Bousquet 2012,
D14,lebpum,Lebia pumila,,Bousquet 2012,
D14,lebsca1,Lebia scalpta,,Bousquet 2012,
D14,lebsca2,Lebia scapula,,Bousquet 2012,
D14,lebsol,Lebia solea,,Bousquet 2012,
D14,lebsub1,Lebia subdola,,Bousquet 2012,
D14,lebsub2,Lebia subgrandis,,Bousquet 2012,
D14,lebsub3,Lebia subrugosa,,Bousquet 2012,
D14,lebtuc,Lebia tuckeri,,Bousquet 2012,
D14,lebvir1,Lebia viridipennis,,Bousquet 2012,
D14,lebvir2,Lebia viridis,,Bousquet 2012,
D14,lebvit,Lebia vittata,,Bousquet 2012,
D14,leifer,Leistus ferruginosus,,Bousquet 2012,
D14,leilon,Leistus longipennis,,Bousquet 2012,
D14,lepdor,Leptotrachelus dorsalis,,Bousquet 2012,
D14,lophal,Lophoglossus haldemanni,,Bousquet 2012,
D14,loptar,Lophoglossus tartaricus,,Bousquet 2012,
D14,lorpil2,Loricera pilicornis pilicornis,,Bousquet 2012,
D14,loxcel,Loxandrus celer,,Bousquet 2012,
D14,loxcin,Loxandrus cincinnati,,Bousquet 2012,
D14,loxcre,Loxandrus crenatus,,Bousquet 2012,
D14,loxdur,Loxandrus duryi,,Bousquet 2012,
D14,loxpac,Loxandrus pactinullus,,Bousquet 2012,
