genus,sp,subsp,state,federal status,state status,notes/additional state status,source
Pediocactus,peeblesianus,peeblesianus,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Pediocactus,sileri,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Pediomelum,epipsilum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Peniocereus,greggii,greggii,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Peniocereus,greggii,transmontanus,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Penstemon,bicolor,roseus,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Pherotrichis,balbisii,,Arizona,,Historical possibly extirpated,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Polemonium,flavum,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Polemonium,pauciflorum,hinckleyi,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Psorothamnus,thompsonae,whitingii,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Rosa,stellata,abyssa,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Salvia,dorrii,mearnsii,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sclerocactus,parviflorus,intermedius,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sclerocactus,parviflorus,parviflorus,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Senecio,carlomasonii,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Senecio,franciscanus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Senecio,multidentatus,huachucanus,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Senecio,neomexicanus,toumeyi,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Senecio,quaerens,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Talinum,humile,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Talinum,marginatum,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Talinum,validulum,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thelypteris,puberula,sonorensis,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Vauquelinia,californica,pauciflora,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Vauquelinia,californica,sonorensis,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Yucca,whipplei,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Aspidoscelis,burti,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Aspidoscelis,burti,stictogrammus,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Aspidoscelis,xanthonota,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Charina,trivirgata,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Charina,trivirgata,gracia,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Charina,trivirgata,trivirgata,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Chionactis,occipitalis,klauberi,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Chionactis,palarostris,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Chionactis,palarostris,organica,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,oreganus,abyssus,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,willardi,,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,willardi,obscurus,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Crotalus,willardi,willardi,Arizona,,Critically Imperiled,Imperiled,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Eumeces,gilberti,arizonensis,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Gopherus,agassizii,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Gopherus,agassizii,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Gopherus,agassizii,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Heloderma,suspectum,cinctum,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Kinosternon,sonoriense,longifemorale,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Lampropeltis,getula,nigrita,Arizona,,Vulnerable,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Lampropeltis,pyromelana,infralabialis,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Oxybelis,aeneus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Phrynosoma,cornutum,,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Phrynosoma,mcallii,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sauromalus,ater,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sauromalus,ater,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sauromalus,ater,,Arizona,,Apparently Secure,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sceloporus,graciosus,graciosus,Arizona,,Vulnerable,Apparently Secure,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sistrurus,catenatus,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Sistrurus,catenatus,edwardsii,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thamnophis,eques,,Arizona,,Imperiled,Vulnerable,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thamnophis,eques,megalops,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Thamnophis,rufipunctatus,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Uma,rufopunctata,,Arizona,,Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Uma,scoparia,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Xantusia,arizonae,,Arizona,,Critically Imperiled,,http://www.mendeley.com/c/5091872772/g/2058663/arizona-species-status-state-rankings/
Corynorhinus,townsendii,ingens,Arkansas,Endangered,,,
Nicrophorus,americanus,,Arkansas,Endangered,,,
Amblyopsis,rosae,,Arkansas,Threatened,,,
Cambarus,aculabrum,,Arkansas,Endangered,,,
Cambarus,zophonastes,,Arkansas,Endangered,,,
Percina,pantherina,,Arkansas,Threatened,,,
Etheostoma,moorei,,Arkansas,Endangered,,,
Lampsilis,powellii,,Arkansas,Threatened,,,
Cryptobranchus,alleganiensis,bishopi,Arkansas,Endangered,,,
Lampsilis,abrupta,,Arkansas,Endangered,,,
Leptodea,leptodon,,Arkansas,Endangered,,,
Epioblasma,triquetra,,Arkansas,Endangered,,,
Puma,concolor,coryi,Arkansas,Endangered,,,
Epioblasma,florentina,curtisii,Arkansas,Endangered,,,
Potamilus,capax,,Arkansas,Endangered,,,
Arkansia,wheeleri,,Arkansas,Endangered,,,
Lampsilis,streckeri,,Arkansas,Endangered,,,
Mesodon,magazinensis,,Arkansas,Threatened,,,
Notropis,girardi,,Arkansas,Threatened,,Arkansas R. Basin,
Cumberlandia,monodonta,,Arkansas,Endangered,,,
Scaphirhynchus,albus,,Arkansas,Endangered,,,
Physaria,filiformis,,Arkansas,Threatened,,,
Haliotis,sorenseni,,California,Endangered,,West Coast from Point Conception CA U.S.A. to Punta Abreojos Baja California Mexico,
Ursus,arctos,horribilis,California,Threatened,,horribilis,
Polyphylla,barbata,,California,Endangered,,,
Desmocerus,californicus,dimorphus,California,Threatened,,,
Euphydryas,editha,bayensis,California,Threatened,,,
Speyeria,zerene,behrensii,California,Endangered,,,
Speyeria,callippe,callippe,California,Endangered,,,
Euphilotes,battoides,allyni,California,Endangered,,,
Apodemia,mormo,langei,California,Endangered,,,
blue,Lycaeides,argyrognomon,California,Endangered,,,
blue,Icaricia,icarioides,California,Endangered,,,
Speyeria,zerene,myrtleae,California,Endangered,,,
Speyeria,zerene,hippolyta,California,Threatened,,,
Glaucopsyche,lygdamus,palosverdesensis,California,Endangered,,,
Euphydryas,editha,quino,California,Endangered,,,
Callophrys,mossii,bayensis,California,Endangered,,,
Euphilotes,enoptes,smithi,California,Endangered,,,
Gila,elegans,entire,California,Endangered,,entire,
Gila,bicolor,mohavensis,California,Endangered,,,
Pacifastacus,fortis,,California,Endangered,,,
Branchinecta,conservatio,,California,Endangered,,,
Branchinecta,longiantenna,,California,Endangered,,,
Streptocephalus,woottoni,,California,Endangered,,,
Branchinecta,sandiegonensis,,California,Endangered,,,
Branchinecta,lynchi,,California,Threatened,,,
Empidonax,traillii,extimus,California,Endangered,,,
Rhaphiomidas,terminatus,abdominalis,California,Endangered,,,
Vulpes,macrotis,mutica,California,Endangered,,,
Urocyon,littoralis,littoralis,California,Endangered,,,
Urocyon,littoralis,catalinae,California,Endangered,,,
Urocyon,littoralis,santacruzae,California,Endangered,,,
Urocyon,littoralis,santarosae,California,Endangered,,,
Rana,draytonii,,California,Threatened,,Entire,
Rana,muscosa,,California,Endangered,,southern California DPS,
Polioptila,californica,californica,California,Threatened,,,
Eucyclogobius,newberryi,,California,Endangered,,entire,
band-winged,Trimerotropis,infantilis,California,Endangered,,,
Panthera,onca,,California,Endangered,,,
Dinacoma,caseyi,,California,Endangered,,,
Dipodomys,nitratoides,exilis,California,Endangered,,,
Dipodomys,ingens,,California,Endangered,,,
Dipodomys,heermanni,morroensis,California,Endangered,,,
Dipodomys,merriami,parvus,California,Endangered,,,
Dipodomys,stephensi,,California,Endangered,,,
Dipodomys,nitratoides,nitratoides,California,Endangered,,,
Gambelia,silus,,California,Endangered,,,
Uma,inornata,,California,Threatened,,,
Xantusia,riversiana,,California,Threatened,,,
Euproserpinus,euterpe,,California,Threatened,,,
Aplodontia,rufa,nigra,California,Endangered,,,
Perognathus,longimembris,pacificus,California,Endangered,,,
Reithrodontomys,raviventris,,California,Endangered,,,
Enhydra,lutris,nereis,California,Threatened,,,
Strix,occidentalis,caurina,California,Threatened,,,
Ptychocheilus,lucius,,California,Endangered,,Colorado except Salt and Verde R. drainages AZ,
Charadrius,alexandrinus,nivosus,California,Threatened,,,
Cyprinodon,macularius,,California,Endangered,,,
Cyprinodon,radiosus,,California,Endangered,,,
Sylvilagus,bachmani,riparius,California,Endangered,,,
Rallus,longirostris,obsoletus,California,Endangered,,,
Ambystoma,californiense,,California,Endangered,,,
Ambystoma,californiense,,California,Endangered,,,
Ambystoma,californiense,,California,Threatened,,,
Batrachoseps,aridus,,California,Endangered,,,
Ambystoma,macrodactylum,croceum,California,Endangered,,,
Oncorhynchus,tshawytscha,,California,Threatened,,CA coastal,
Oncorhynchus,tshawytscha,,California,Threatened,,Central Valley spring-run ESU,
Oncorhynchus,tshawytscha,,California,Endangered,,,
Oncorhynchus,kisutch,,California,Endangered,,Central California Coast ESU,
Oncorhynchus,kisutch,,California,Threatened,,Southern Oregon\96Northern California Coast ESU,
Oncorhynchus,nerka,,California,Threatened,,U.S.A.,
Oncorhynchus,nerka,,California,Endangered,,U.S.A.,
Arctocephalus,townsendi,,California,Threatened,,,
Eumetopias,jubatus,,California,Threatened,,eastern pop.,
Eumetopias,jubatus,,California,Endangered,,western pop.,
Chelonia,mydas,,California,Threatened,,except where endangered,
Dermochelys,coriacea,,California,Endangered,,,
Caretta,caretta,,California,Threatened,,,
Lepidochelys,olivacea,,California,Threatened,,except where endangered,
Ovis,canadensis,nelsoni,California,Endangered,,,
Ovis,canadensis,sierrae,California,Endangered,,,
Sorex,ornatus,relictus,California,Endangered,,,
Lanius,ludovicianus,mearnsi,California,Endangered,,,
Syncaris,pacifica,,California,Endangered,,,
Pseudocopaeodes,eunus,obscurus,California,Endangered,,,
Pyrgus,ruralis,lagunae,California,Endangered,,,
Hypomesus,transpacificus,,California,Threatened,,,
Helminthoglypta,walkeriana,,California,Endangered,,,
Thamnophis,gigas,,California,Threatened,,,
Thamnophis,sirtalis,tetrataenia,California,Endangered,,,
Amphispiza,belli,clementeae,California,Threatened,,,
Oncorhynchus,mykiss,,California,Threatened,,,
Oncorhynchus,mykiss,,California,Threatened,,,
Oncorhynchus,mykiss,,California,Threatened,,,
Oncorhynchus,mykiss,,California,Threatened,,,
Oncorhynchus,mykiss,,California,Endangered,,,
Gasterosteus,aculeatus,williamsoni,California,Endangered,,,
Acipenser,medirostris,,California,Threatened,,U.S.A.,
Acipenser,transmontanus,,California,Endangered,,U.S.A.,
Deltistes,luxatus,,California,Endangered,,,
Catostomus,microps,,California,Endangered,,,
Xyrauchen,texanus,,California,Endangered,,entire,
Catostomus,santaanae,,California,Threatened,,,
Chasmistes,brevirostris,,California,Endangered,,,
Lepidurus,packardi,,California,Endangered,,,
Sterna,antillarum,browni,California,Endangered,,,
Bufo,microscaphus,,California,Endangered,,,
Gopherus,agassizii,,California,Threatened,,U.S.A. except in Sonoran Desert,
Pipilo,crissalis,eremophilus,California,Threatened,,,
Salvelinus,confluentus,,California,Threatened,,U.S.A. conterminous lower 48 states,
Oncorhynchus,clarki,henshawi,California,Threatened,,,
Oncorhynchus,aguabonita,whitei,California,Threatened,,,
Oncorhynchus,clarki,seleniris,California,Threatened,,,
Gila,bicolor,snyderi,California,Endangered,,,
Vireo,bellii,pusillus,California,Endangered,,,
Microtus,californicus,scirpensis,California,Endangered,,,
Balaenoptera,musculus,,California,Endangered,,,
Balaenoptera,physalus,,California,Endangered,,,
Megaptera,novaeangliae,,California,Endangered,,,
Orcinus,orca,,California,Endangered,,,
Balaenoptera,borealis,,California,Endangered,,,
Physeter,catodon,,California,Endangered,,,
Masticophis,lateralis,euryxanthus,California,Threatened,,,
Neotoma,fuscipes,riparia,California,Endangered,,,
Alopecurus,aequalis,sonomensis,California,Endangered,,,
Berberis,pinnata,insularis,California,Endangered,,,
Berberis,nevinii,,California,Endangered,,,
Galium,californicum,sierrae,California,Endangered,,,
Cordylanthus,tenuis,capillaris,California,Endangered,,,
Cordylanthus,maritimus,maritimus,California,Endangered,,,
Cordylanthus,mollis,mollis,California,Endangered,,,
Lesquerella,kingii,bernardina,California,Endangered,,,
Trichostema,austromontanum,compactum,California,Threatened,,,
Lotus,dendroideus,traskiae,California,Endangered,,,
Eriogonum,ovalifolium,vineum,California,Endangered,,,
Malacothamnus,fasciculatus,nesioticus,California,Endangered,,,
Senecio,layneae,,California,Threatened,,,
Eryngium,aristulatum,parishii,California,Endangered,,,
